source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0044087,regulation of cellular component biogenesis,6.008380668664303e-08,True,"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",1006,595,68,20972,0.11428571428571428,0.06759443339960239,query_1,"['GO:0044085', 'GO:0050794']"
GO:MF,GO:0005044,scavenger receptor activity,6.240056959359444e-08,True,"""Combining with any modified low-density lipoprotein (LDL) or other polyanionic ligand and delivering the ligand into the cell via endocytosis. Ligands include acetylated and oxidized LDL, Gram-positive and Gram-negative bacteria, apoptotic cells, amyloid-beta fibrils, and advanced glycation end products (AGEs)."" [GOC:bf, PMID:11790542, PMID:12379907, PMID:12621157, PMID:20981357]",27,594,11,20208,0.018518518518518517,0.4074074074074074,query_1,['GO:0038024']
GO:BP,GO:0060560,developmental growth involved in morphogenesis,6.892245651558541e-08,True,"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]",235,595,29,20972,0.04873949579831933,0.12340425531914893,query_1,"['GO:0009653', 'GO:0048589']"
HP,HP:0033796,Abnormal leukocyte physiology,6.910266810654612e-08,True,A functional abnormality of a white blood cell.,353,239,46,5200,0.19246861924686193,0.13031161473087818,query_1,"['HP:0001871', 'HP:0010978']"
GO:BP,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,7.079322493753132e-08,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]",98,595,19,20972,0.031932773109243695,0.19387755102040816,query_1,"['GO:0097191', 'GO:2001234', 'GO:2001236']"
GO:BP,GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,7.12334613170398e-08,True,"""The process in which an antigen-presenting cell expresses a peptide antigen on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."" [GOC:add, ISBN:0781735149, PMID:15531770, PMID:15771591]",32,595,12,20972,0.020168067226890758,0.375,query_1,"['GO:0002504', 'GO:0048002']"
GO:BP,GO:0002825,regulation of T-helper 1 type immune response,7.12334613170398e-08,True,"""Any process that modulates the frequency, rate, or extent of a T-helper 1 type immune response."" [GOC:add]",32,595,12,20972,0.020168067226890758,0.375,query_1,"['GO:0002822', 'GO:0042088']"
GO:BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,7.363924622184195e-08,True,"""Any process that increases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]",110,595,20,20972,0.03361344537815126,0.18181818181818182,query_1,"['GO:0045860', 'GO:0071900']"
HP,HP:0012475,Decreased circulating level of specific antibody,7.425408326688181e-08,True,The presence of normal overall immunoglobulin levels with deficiency of specific immunoglobulins directed against a specific antigen or microorganism.,58,239,18,5200,0.07531380753138076,0.3103448275862069,query_1,"['HP:0004313', 'HP:0031404']"
GO:CC,GO:0044853,plasma membrane raft,7.838406817840223e-08,True,"""A membrane raft that is part of the plasma membrane."" [GOC:jl]",114,601,19,22155,0.03161397670549085,0.16666666666666666,query_1,"['GO:0045121', 'GO:0098590']"
GO:BP,GO:0050769,positive regulation of neurogenesis,8.059527197590389e-08,True,"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]",221,595,28,20972,0.047058823529411764,0.12669683257918551,query_1,"['GO:0010720', 'GO:0022008', 'GO:0050767', 'GO:0051962']"
GO:BP,GO:0007157,heterophilic cell-cell adhesion,8.113955725448588e-08,True,"""The attachment of an adhesion molecule in one cell to a nonidentical adhesion molecule in an adjacent cell."" [ISBN:0198506732]",48,595,14,20972,0.023529411764705882,0.2916666666666667,query_1,['GO:0098609']
GO:BP,GO:0060255,regulation of macromolecule metabolic process,8.207377506976627e-08,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6392,595,256,20972,0.43025210084033616,0.04005006257822278,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0002639,positive regulation of immunoglobulin production,8.317514962664613e-08,True,"""Any process that activates or increases the frequency, rate, or extent of immunoglobulin production."" [GOC:add]",57,595,15,20972,0.025210084033613446,0.2631578947368421,query_1,"['GO:0002377', 'GO:0002637', 'GO:0002702']"
GO:MF,GO:0061809,"NAD+ nucleosidase activity, cyclic ADP-ribose generating",8.343938856786389e-08,True,"""Catalysis of the reaction: NAD+ + H2O = ADP-D-ribose + nicotinamide + H+, in a two step reaction: first an ADP-ribosyl cyclase reaction to synthesise cyclic ADP-ribose, followed by a cyclic ADP-ribose hydrolase reaction to generate (linear) ADP-ribose."" [EC:3.2.2.6, PMID:11866528]",16,594,9,20208,0.015151515151515152,0.5625,query_1,['GO:0016799']
HP,HP:0031409,Abnormal lymphocyte physiology,8.427282241169606e-08,True,Any anomaly of lymphocyte function.,342,239,45,5200,0.18828451882845187,0.13157894736842105,query_1,"['HP:0011017', 'HP:0033796']"
HP,HP:0002105,Hemoptysis,9.067131129280011e-08,True,"Coughing up (expectoration) of blood or blood-streaked sputum from the larynx, trachea, bronchi, or lungs.",90,239,22,5200,0.09205020920502092,0.24444444444444444,query_1,['HP:0032016']
GO:BP,GO:0001938,positive regulation of endothelial cell proliferation,9.126918478492371e-08,True,"""Any process that activates or increases the rate or extent of endothelial cell proliferation."" [GOC:add]",88,595,18,20972,0.030252100840336135,0.20454545454545456,query_1,"['GO:0001935', 'GO:0001936', 'GO:0050679']"
GO:BP,GO:0046632,alpha-beta T cell differentiation,9.875821916027163e-08,True,"""The process in which a precursor cell type acquires the specialized features of an alpha-beta T cell. An alpha-beta T cell is a T cell that expresses an alpha-beta T cell receptor complex."" [CL:0000789, GOC:ai]",137,595,22,20972,0.03697478991596639,0.16058394160583941,query_1,"['GO:0030217', 'GO:0046631']"
GO:BP,GO:0098581,detection of external biotic stimulus,9.982603726850995e-08,True,"""The series of events in which an external biotic stimulus is detected and converted into a molecular signal. An external biotic stimulus is defined as one caused or produced by a living organism other than the one being stimulated."" [GOC:dos]",26,595,11,20972,0.018487394957983194,0.4230769230769231,query_1,"['GO:0009595', 'GO:0043207']"
HP,HP:0032251,Abnormal immune system morphology,1.0512823784597881e-07,True,Abnormal immune system morphology,689,239,69,5200,0.28870292887029286,0.10014513788098693,query_1,['HP:0002715']
WP,WP:WP5434,Cancer pathways,1.1336321106363988e-07,True,Cancer pathways,505,490,63,8899,0.12857142857142856,0.12475247524752475,query_1,['WP:000000']
GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,1.1339240780699984e-07,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",125,595,21,20972,0.03529411764705882,0.168,query_1,"['GO:0042127', 'GO:0048659']"
GO:BP,GO:0030168,platelet activation,1.1441895657605995e-07,True,"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [PMID:27403440]",138,595,22,20972,0.03697478991596639,0.15942028985507245,query_1,"['GO:0001775', 'GO:0007596']"
REAC,REAC:R-HSA-388841,Regulation of T cell activation by CD28 family,1.166632755029469e-07,True,Regulation of T cell activation by CD28 family,67,538,19,11056,0.03531598513011153,0.2835820895522388,query_1,['REAC:R-HSA-1280218']
HPA,HPA:0471432,Skin 2; extracellular matrix[≥Medium],1.182852651852753e-07,True,Skin 2; extracellular matrix[≥Medium],51,420,15,11007,0.03571428571428571,0.29411764705882354,query_1,['HPA:0471431']
GO:MF,GO:0061134,peptidase regulator activity,1.2093677945831374e-07,True,"""Binds to and modulates the activity of a peptidase, any enzyme that catalyzes the hydrolysis peptide bonds."" [GOC:dph, GOC:tb]",230,594,28,20208,0.04713804713804714,0.12173913043478261,query_1,['GO:0030234']
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,1.232256763007413e-07,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",5647,595,232,20972,0.3899159663865546,0.04108376128918009,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']"
GO:BP,GO:0009887,animal organ morphogenesis,1.2504890844961285e-07,True,"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]",1000,595,67,20972,0.11260504201680673,0.067,query_1,"['GO:0009653', 'GO:0048513']"
REAC,REAC:R-HSA-389948,Co-inhibition by PD-1,1.2744465709991914e-07,True,Co-inhibition by PD-1,24,538,12,11056,0.022304832713754646,0.5,query_1,['REAC:R-HSA-388841']
GO:MF,GO:0005518,collagen binding,1.2944180130959046e-07,True,"""Binding to collagen, a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."" [GOC:ai, ISBN:0198506732]",72,594,16,20208,0.026936026936026935,0.2222222222222222,query_1,['GO:0044877']
GO:BP,GO:0030198,extracellular matrix organization,1.2977766554097627e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."" [GOC:mah]",307,595,33,20972,0.05546218487394958,0.10749185667752444,query_1,"['GO:0043062', 'GO:0045229']"
HP,HP:0410240,Abnormal circulating IgA concentration,1.3032531493040073e-07,True,An abnormal deviation from normal levels of IgA immunoglobulin in blood.,128,239,26,5200,0.1087866108786611,0.203125,query_1,['HP:0010701']
GO:CC,GO:0005774,vacuolar membrane,1.3460882352215053e-07,True,"""The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell."" [GOC:ai]",502,601,41,22155,0.06821963394342762,0.08167330677290836,query_1,"['GO:0005773', 'GO:0098588']"
WP,WP:WP3624,Lung fibrosis,1.3538096119697887e-07,True,Lung fibrosis,63,490,19,8899,0.03877551020408163,0.30158730158730157,query_1,['WP:000000']
GO:MF,GO:0030020,extracellular matrix structural constituent conferring tensile strength,1.3722940181545102e-07,True,"""A constituent of the extracellular matrix that enables the matrix to resist longitudinal stress."" [GOC:mah, ISBN:0815316194]",44,594,13,20208,0.021885521885521887,0.29545454545454547,query_1,['GO:0005201']
GO:BP,GO:0043062,extracellular structure organization,1.4154683416014087e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",308,595,33,20972,0.05546218487394958,0.10714285714285714,query_1,['GO:0016043']
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,1.420822635466647e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1582,595,91,20972,0.15294117647058825,0.05752212389380531,query_1,['GO:0030030']
GO:BP,GO:1905952,regulation of lipid localization,1.426896054422675e-07,True,"""Any process that modulates the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]",153,595,23,20972,0.03865546218487395,0.1503267973856209,query_1,"['GO:0010876', 'GO:0032879']"
GO:CC,GO:0005796,Golgi lumen,1.4464045954341184e-07,True,"""The volume enclosed by the membranes of any cisterna or subcompartment of the Golgi apparatus, including the cis- and trans-Golgi networks."" [GOC:mah]",105,601,18,22155,0.029950083194675542,0.17142857142857143,query_1,"['GO:0005794', 'GO:0070013']"
GO:BP,GO:0008015,blood circulation,1.463896131746454e-07,True,"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]",511,595,44,20972,0.07394957983193277,0.08610567514677103,query_1,['GO:0003013']
GO:BP,GO:0051129,negative regulation of cellular component organization,1.5012507575229968e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",695,595,53,20972,0.08907563025210084,0.07625899280575539,query_1,"['GO:0016043', 'GO:0048523', 'GO:0051128']"
GO:BP,GO:0045229,external encapsulating structure organization,1.5432334580249024e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",309,595,33,20972,0.05546218487394958,0.10679611650485436,query_1,['GO:0016043']
GO:BP,GO:0051043,regulation of membrane protein ectodomain proteolysis,1.6416344381819958e-07,True,"""Any process that modulates the frequency, rate or extent of the proteolytic cleavage of transmembrane proteins and release of their ectodomain (extracellular domain)."" [GOC:ai]",27,595,11,20972,0.018487394957983194,0.4074074074074074,query_1,"['GO:0006509', 'GO:0030162', 'GO:0042176']"
GO:MF,GO:0004714,transmembrane receptor protein tyrosine kinase activity,1.6710440985405296e-07,True,"""Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: ATP + a protein-L-tyrosine = ADP + a protein-L-tyrosine phosphate."" [EC:2.7.10.1, GOC:mah]",63,594,15,20208,0.025252525252525252,0.23809523809523808,query_1,"['GO:0004713', 'GO:0019199']"
GO:BP,GO:0002861,regulation of inflammatory response to antigenic stimulus,1.7669243157521841e-07,True,"""Any process that modulates the frequency, rate, or extent of an inflammatory response to an antigenic stimulus."" [GOC:add]",42,595,13,20972,0.021848739495798318,0.30952380952380953,query_1,"['GO:0002437', 'GO:0050727', 'GO:0050776']"
GO:BP,GO:0046006,regulation of activated T cell proliferation,1.7669243157521841e-07,True,"""Any process that modulates the frequency, rate or extent of activated T cell proliferation."" [GOC:go_curators]",42,595,13,20972,0.021848739495798318,0.30952380952380953,query_1,"['GO:0042129', 'GO:0050798']"
HP,HP:0002103,Abnormal pleura morphology,1.7764986394208657e-07,True,"An abnormality of the pulmonary pleura, the thin, transparent membrane which covers the lungs and lines the inside of the chest walls.",192,239,32,5200,0.13389121338912133,0.16666666666666666,query_1,['HP:0002088']
GO:BP,GO:0048659,smooth muscle cell proliferation,1.8014707381536234e-07,True,"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]",128,595,21,20972,0.03529411764705882,0.1640625,query_1,['GO:0033002']
WP,WP:WP4172,PI3K Akt signaling,1.8601778719847947e-07,True,PI3K Akt signaling,336,490,48,8899,0.09795918367346938,0.14285714285714285,query_1,['WP:000000']
GO:BP,GO:0050854,regulation of antigen receptor-mediated signaling pathway,1.88289713881121e-07,True,"""Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell."" [GOC:ai]",70,595,16,20972,0.02689075630252101,0.22857142857142856,query_1,"['GO:0009966', 'GO:0050776', 'GO:0050851']"
GO:BP,GO:0045637,regulation of myeloid cell differentiation,1.9913166938485038e-07,True,"""Any process that modulates the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]",214,595,27,20972,0.0453781512605042,0.1261682242990654,query_1,"['GO:0030099', 'GO:1903706']"
GO:BP,GO:0002064,epithelial cell development,1.9913166938485038e-07,True,"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]",214,595,27,20972,0.0453781512605042,0.1261682242990654,query_1,"['GO:0030855', 'GO:0048468']"
GO:BP,GO:0043535,regulation of blood vessel endothelial cell migration,1.9945385329537482e-07,True,"""Any process that modulates the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]",92,595,18,20972,0.030252100840336135,0.1956521739130435,query_1,"['GO:0010594', 'GO:0043534']"
GO:BP,GO:0006816,calcium ion transport,2.1636516397302275e-07,True,"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",421,595,39,20972,0.06554621848739496,0.09263657957244656,query_1,['GO:0030001']
GO:BP,GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,2.3361164286591314e-07,True,"""Any process that modulates the frequency, rate, or extent of a humoral immune response mediated by circulating immunoglobulin."" [GOC:add]",16,595,9,20972,0.015126050420168067,0.5625,query_1,"['GO:0002455', 'GO:0002889', 'GO:0002920']"
GO:BP,GO:0150077,regulation of neuroinflammatory response,2.4354068505090633e-07,True,"""Any process that modulates the frequency, rate or extent of neuroinflammatory response."" [GOC:aruk, GOC:bc, PMID:10981966, PMID:11099416, PMID:18164423]",35,595,12,20972,0.020168067226890758,0.34285714285714286,query_1,"['GO:0050727', 'GO:0150076']"
GO:BP,GO:1902624,positive regulation of neutrophil migration,2.4354068505090633e-07,True,"""Any process that activates or increases the frequency, rate or extent of neutrophil migration."" [GO_REF:0000058, GOC:TermGenie, PMID:1826836]",35,595,12,20972,0.020168067226890758,0.34285714285714286,query_1,"['GO:0002687', 'GO:1902622', 'GO:1990266']"
GO:BP,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",2.4928290446205183e-07,True,"""The process in which a relatively unspecialized T cell acquires specialized features of a mature CD4-positive, alpha-beta T cell."" [CL:0000624, ISBN:0781735149]",105,595,19,20972,0.031932773109243695,0.18095238095238095,query_1,"['GO:0035710', 'GO:0046632']"
HP,HP:0005339,Abnormality of complement system,2.5863046024120026e-07,True,An abnormality of the complement system.,62,239,18,5200,0.07531380753138076,0.2903225806451613,query_1,['HP:0005368']
HP,HP:0004936,Venous thrombosis,2.614540486061395e-07,True,"Formation of a blood clot (thrombus) inside a vein, causing the obstruction of blood flow.",86,239,21,5200,0.08786610878661087,0.2441860465116279,query_1,['HP:0001977']
GO:BP,GO:1905523,positive regulation of macrophage migration,2.6349726275146033e-07,True,"""Any process that activates or increases the frequency, rate or extent of macrophage migration."" [GO_REF:0000058, GOC:TermGenie, PMID:25749876]",28,595,11,20972,0.018487394957983194,0.39285714285714285,query_1,"['GO:0071677', 'GO:1905517', 'GO:1905521']"
GO:BP,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,2.6349726275146033e-07,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."" [GOC:add, ISBN:0781735149, PMID:15771591]",28,595,11,20972,0.018487394957983194,0.39285714285714285,query_1,"['GO:0002478', 'GO:0002495']"
WP,WP:WP75,Toll like receptor signaling,2.635758522565729e-07,True,Toll like receptor signaling,95,490,23,8899,0.04693877551020408,0.24210526315789474,query_1,['WP:000000']
WP,WP:WP5560,Lupus therapies,2.7677608533285473e-07,True,Lupus therapies,29,490,13,8899,0.026530612244897958,0.4482758620689655,query_1,['WP:000000']
HP,HP:0011123,Inflammatory abnormality of the skin,2.8101136854779e-07,True,"The presence of inflammation of the skin. That is, an abnormality of the skin resulting from the local accumulation of fluid, plasma proteins, and leukocytes.",536,239,58,5200,0.24267782426778242,0.10820895522388059,query_1,"['HP:0011122', 'HP:0012649']"
KEGG,KEGG:04151,PI3K-Akt signaling pathway,2.846199387746977e-07,True,PI3K-Akt signaling pathway,358,497,50,8716,0.1006036217303823,0.13966480446927373,query_1,['KEGG:00000']
KEGG,KEGG:04510,Focal adhesion,3.05111022283745e-07,True,Focal adhesion,202,497,35,8716,0.07042253521126761,0.17326732673267325,query_1,['KEGG:00000']
GO:BP,GO:0031663,lipopolysaccharide-mediated signaling pathway,3.077811155651235e-07,True,"""The series of molecular signals initiated by the binding of a lipopolysaccharide (LPS) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Lipopolysaccharides are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system."" [GOC:mah, GOC:signaling, PMID:15379975]",62,595,15,20972,0.025210084033613446,0.24193548387096775,query_1,"['GO:0007166', 'GO:0071222']"
GO:BP,GO:0002475,antigen processing and presentation via MHC class Ib,3.2418692900479677e-07,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC class Ib protein complex. Class Ib here refers to non-classical class I molecules, such as those of the CD1 or HLA-E gene families."" [GOC:add, PMID:15928678, PMID:15928680]",22,595,10,20972,0.01680672268907563,0.45454545454545453,query_1,['GO:0019882']
GO:MF,GO:0030228,lipoprotein particle receptor activity,3.3640262074747846e-07,True,"""Combining with a lipoprotein particle and delivering the lipoprotein particle into the cell via endocytosis. A lipoprotein particle, also known as a lipoprotein, is a clathrate complex consisting of a lipid enwrapped in a protein host without covalent binding in such a way that the complex has a hydrophilic outer surface consisting of all the protein and the polar ends of any phospholipids."" [GOC:bf, GOC:mah, PMID:12827279]",18,594,9,20208,0.015151515151515152,0.5,query_1,['GO:0038024']
GO:MF,GO:0042288,MHC class I protein binding,3.3640262074747846e-07,True,"""Binding to a major histocompatibility complex class I molecule; a set of molecules displayed on cell surfaces that are responsible for lymphocyte recognition and antigen presentation."" [GOC:jl]",18,594,9,20208,0.015151515151515152,0.5,query_1,['GO:0042287']
GO:MF,GO:0050431,transforming growth factor beta binding,3.433857293768407e-07,True,"""Binding to TGF-beta, transforming growth factor beta, a multifunctional peptide that controls proliferation, differentiation and other functions in many cell types."" [ISBN:0198506732]",24,594,10,20208,0.016835016835016835,0.4166666666666667,query_1,"['GO:0019838', 'GO:0019955']"
GO:BP,GO:0070555,response to interleukin-1,3.5031198996440755e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-1 stimulus."" [GOC:BHF, GOC:mah]",107,595,19,20972,0.031932773109243695,0.17757009345794392,query_1,['GO:0034097']
GO:BP,GO:0032814,regulation of natural killer cell activation,3.559571855910023e-07,True,"""Any process that modulates the frequency, rate or extent of natural killer cell activation."" [GOC:mah]",36,595,12,20972,0.020168067226890758,0.3333333333333333,query_1,"['GO:0030101', 'GO:0051249']"
REAC,REAC:R-HSA-373755,Semaphorin interactions,4.056635281473206e-07,True,Semaphorin interactions,64,538,18,11056,0.03345724907063197,0.28125,query_1,['REAC:R-HSA-422475']
GO:BP,GO:1905954,positive regulation of lipid localization,4.1802115554281226e-07,True,"""Any process that activates or increases the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]",96,595,18,20972,0.030252100840336135,0.1875,query_1,"['GO:0010876', 'GO:0048518', 'GO:1905952']"
GO:BP,GO:0007565,female pregnancy,4.403305249739912e-07,True,"""The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."" [ISBN:0192800825]",176,595,24,20972,0.040336134453781515,0.13636363636363635,query_1,"['GO:0044703', 'GO:0044706']"
KEGG,KEGG:04658,Th1 and Th2 cell differentiation,4.6409136904951957e-07,True,Th1 and Th2 cell differentiation,90,497,22,8716,0.04426559356136821,0.24444444444444444,query_1,['KEGG:00000']
GO:BP,GO:2000107,negative regulation of leukocyte apoptotic process,4.6672003637513174e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]",54,595,14,20972,0.023529411764705882,0.25925925925925924,query_1,"['GO:0043066', 'GO:0071887', 'GO:2000106']"
GO:BP,GO:0006953,acute-phase response,4.675030179033689e-07,True,"""An acute inflammatory response that involves non-antibody proteins whose concentrations in the plasma increase in response to infection or injury of homeothermic animals."" [ISBN:0198506732]",45,595,13,20972,0.021848739495798318,0.28888888888888886,query_1,['GO:0002526']
KEGG,KEGG:04659,Th17 cell differentiation,4.7501091200344095e-07,True,Th17 cell differentiation,106,497,24,8716,0.0482897384305835,0.22641509433962265,query_1,['KEGG:00000']
GO:BP,GO:0009790,embryo development,4.781164859421521e-07,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",1126,595,71,20972,0.11932773109243698,0.0630550621669627,query_1,['GO:0007275']
HP,HP:0012649,Increased inflammatory response,4.798882500524618e-07,True,A abnormal increase in the inflammatory response to injury or infection.,1352,239,106,5200,0.4435146443514644,0.07840236686390532,query_1,['HP:0012647']
HP,HP:0012647,Abnormal inflammatory response,4.798882500524618e-07,True,"Any anomaly of the inflammatory response, a response to injury or infection characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages.",1352,239,106,5200,0.4435146443514644,0.07840236686390532,query_1,['HP:0010978']
GO:BP,GO:1901550,regulation of endothelial cell development,4.839546714065067e-07,True,"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]",17,595,9,20972,0.015126050420168067,0.5294117647058824,query_1,"['GO:0001885', 'GO:0045601', 'GO:0060284']"
GO:BP,GO:1903140,regulation of establishment of endothelial barrier,4.839546714065067e-07,True,"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]",17,595,9,20972,0.015126050420168067,0.5294117647058824,query_1,"['GO:0061028', 'GO:1901550']"
GO:BP,GO:0032663,regulation of interleukin-2 production,5.006857268715447e-07,True,"""Any process that modulates the frequency, rate, or extent of interleukin-2 production."" [GOC:mah]",64,595,15,20972,0.025210084033613446,0.234375,query_1,"['GO:0001817', 'GO:0032623']"
GO:BP,GO:0032623,interleukin-2 production,5.006857268715447e-07,True,"""The appearance of interleukin-2 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",64,595,15,20972,0.025210084033613446,0.234375,query_1,['GO:0001816']
REAC,REAC:R-HSA-5602498,MyD88 deficiency (TLR2/4),5.049004157040095e-07,True,MyD88 deficiency (TLR2/4),17,538,10,11056,0.01858736059479554,0.5882352941176471,query_1,['REAC:R-HSA-5602358']
HP,HP:0002597,Abnormality of the vasculature,5.108071670867775e-07,True,An abnormality of the vasculature.,2067,239,142,5200,0.5941422594142259,0.0686985970004838,query_1,['HP:0001626']
GO:BP,GO:0010573,vascular endothelial growth factor production,5.133291177227107e-07,True,"""The appearance of vascular endothelial growth factor production due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:rl]",37,595,12,20972,0.020168067226890758,0.32432432432432434,query_1,['GO:0001816']
GO:BP,GO:0048638,regulation of developmental growth,5.167385956249012e-07,True,"""Any process that modulates the frequency, rate or extent of developmental growth."" [GOC:go_curators]",306,595,32,20972,0.05378151260504202,0.10457516339869281,query_1,"['GO:0040008', 'GO:0048589', 'GO:0050793']"
WP,WP:WP3932,Focal adhesion PI3K Akt mTOR signaling,5.331520237376442e-07,True,Focal adhesion PI3K Akt mTOR signaling,302,490,44,8899,0.08979591836734693,0.1456953642384106,query_1,['WP:000000']
