source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,2.2782620679284025e-08,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",988,389,52,20972,0.13367609254498714,0.05263157894736842,query_1,['GO:0007166']
KEGG,KEGG:05163,Human cytomegalovirus infection,2.3102477678047737e-08,True,Human cytomegalovirus infection,225,324,31,8716,0.09567901234567901,0.13777777777777778,query_1,['KEGG:00000']
GO:BP,GO:0019722,calcium-mediated signaling,2.684091108059503e-08,True,"""Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."" [GOC:signaling]",234,389,24,20972,0.061696658097686374,0.10256410256410256,query_1,['GO:0141124']
KEGG,KEGG:04517,IgSF CAM signaling,2.988692268983777e-08,True,IgSF CAM signaling,297,324,36,8716,0.1111111111111111,0.12121212121212122,query_1,['KEGG:00000']
GO:BP,GO:0002291,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,3.0963431631214345e-08,True,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to an antigen for which its T cell receptor is specific bound to an MHC molecule on an antigen presenting cell, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",13,389,8,20972,0.02056555269922879,0.6153846153846154,query_1,['GO:0002286']
HP,HP:0011227,Elevated circulating C-reactive protein concentration,3.1770510916034034e-08,True,An abnormal elevation of the C-reactive protein level in the blood circulation.,88,145,18,5200,0.12413793103448276,0.20454545454545456,query_1,"['HP:0032436', 'HP:0033331']"
KEGG,KEGG:05417,Lipid and atherosclerosis,3.360687387327643e-08,True,Lipid and atherosclerosis,215,324,30,8716,0.09259259259259259,0.13953488372093023,query_1,['KEGG:00000']
WP,WP:WP5559,Lupus pathogenesis,3.469544339569404e-08,True,Lupus pathogenesis,18,329,10,8899,0.030395136778115502,0.5555555555555556,query_1,['WP:000000']
GO:BP,GO:0098581,detection of external biotic stimulus,3.504000423896697e-08,True,"""The series of events in which an external biotic stimulus is detected and converted into a molecular signal. An external biotic stimulus is defined as one caused or produced by a living organism other than the one being stimulated."" [GOC:dos]",26,389,10,20972,0.02570694087403599,0.38461538461538464,query_1,"['GO:0009595', 'GO:0043207']"
GO:CC,GO:0005774,vacuolar membrane,3.5199729671458324e-08,True,"""The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell."" [GOC:ai]",502,393,33,22155,0.08396946564885496,0.06573705179282868,query_1,"['GO:0005773', 'GO:0098588']"
GO:BP,GO:0060760,positive regulation of response to cytokine stimulus,3.62893056367877e-08,True,"""Any process that increases the rate, frequency, or extent of a response to cytokine stimulus."" [GOC:BHF, GOC:dph, GOC:tb]",67,389,14,20972,0.03598971722365039,0.208955223880597,query_1,"['GO:0034097', 'GO:0048584', 'GO:0060759']"
GO:BP,GO:0030183,B cell differentiation,3.6797531437675446e-08,True,"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]",142,389,19,20972,0.04884318766066838,0.13380281690140844,query_1,"['GO:0030098', 'GO:0042113']"
GO:BP,GO:0051129,negative regulation of cellular component organization,3.730785873524158e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",695,389,42,20972,0.10796915167095116,0.060431654676258995,query_1,"['GO:0016043', 'GO:0048523', 'GO:0051128']"
WP,WP:WP2431,Spinal cord injury,3.7758344022455085e-08,True,Spinal cord injury,115,329,22,8899,0.0668693009118541,0.19130434782608696,query_1,['WP:000000']
GO:BP,GO:0050767,regulation of neurogenesis,3.9239111746057465e-08,True,"""Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system."" [GOC:ai]",350,389,29,20972,0.07455012853470437,0.08285714285714285,query_1,"['GO:0022008', 'GO:0051960', 'GO:0060284']"
HP,HP:0004313,Decreased circulating immunoglobulin concentration,3.962399501901557e-08,True,An abnormally decreased level of immunoglobulin in blood.,232,145,28,5200,0.19310344827586207,0.1206896551724138,query_1,['HP:0010701']
GO:BP,GO:0031401,positive regulation of protein modification process,4.19218313039553e-08,True,"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",450,389,33,20972,0.08483290488431877,0.07333333333333333,query_1,"['GO:0031399', 'GO:0036211', 'GO:0051247']"
GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,4.410818219531091e-08,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",641,389,40,20972,0.10282776349614396,0.062402496099843996,query_1,['GO:0007167']
GO:CC,GO:0031093,platelet alpha granule lumen,4.435555588324295e-08,True,"""The volume enclosed by the membrane of the platelet alpha granule."" [GOC:mah, PMID:8467233]",67,393,13,22155,0.03307888040712468,0.19402985074626866,query_1,"['GO:0031091', 'GO:0034774']"
GO:BP,GO:1903036,positive regulation of response to wounding,4.493592137575499e-08,True,"""Any process that activates or increases the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]",68,389,14,20972,0.03598971722365039,0.20588235294117646,query_1,"['GO:0009611', 'GO:0048584', 'GO:1903034']"
GO:BP,GO:0140352,export from cell,5.0150252252332316e-08,True,"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]",914,389,49,20972,0.12596401028277635,0.053610503282275714,query_1,"['GO:0006810', 'GO:0009987']"
GO:BP,GO:0023057,negative regulation of signaling,5.1781511740308205e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1449,389,65,20972,0.16709511568123395,0.04485852311939269,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048519']"
GO:BP,GO:0002292,T cell differentiation involved in immune response,5.214118073777544e-08,True,"""The process in which an antigenically naive T cell acquires the specialized features of an effector, regulatory, or memory T cell as part of an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."" [GOC:add, ISBN:0781735149]",82,389,15,20972,0.038560411311053984,0.18292682926829268,query_1,"['GO:0002286', 'GO:0030217']"
REAC,REAC:R-HSA-1236975,Antigen processing-Cross presentation,5.484828940909906e-08,True,Antigen processing-Cross presentation,105,357,20,11056,0.056022408963585436,0.19047619047619047,query_1,['REAC:R-HSA-983169']
GO:MF,GO:0032813,tumor necrosis factor receptor superfamily binding,5.92399756904745e-08,True,"""Binding to a member of the tumor necrosis factor receptor superfamily."" [GOC:add]",49,386,12,20208,0.031088082901554404,0.24489795918367346,query_1,['GO:0005126']
GO:MF,GO:0071723,lipopeptide binding,6.122294585271305e-08,True,"""Binding to a lipopeptide, any of a group of organic compounds comprising two or more amino acids linked by peptide bonds and containing a nonprotein group consisting of a lipid or lipids."" [GOC:add, PMID:12077222, PMID:12524386, PMID:2757794]",10,386,7,20208,0.018134715025906734,0.7,query_1,['GO:0008289']
HP,HP:0001701,Pericarditis,6.231861450778208e-08,True,Inflammation of the sac-like covering around the heart (pericardium).,41,145,13,5200,0.0896551724137931,0.3170731707317073,query_1,"['HP:0001697', 'HP:0045073']"
GO:MF,GO:0008201,heparin binding,6.642366367072143e-08,True,"""Binding to heparin, a member of a group of glycosaminoglycans found mainly as an intracellular component of mast cells and which consist predominantly of alternating alpha-(1->4)-linked D-galactose and N-acetyl-D-glucosamine-6-sulfate residues."" [GOC:jl, ISBN:0198506732]",171,386,20,20208,0.05181347150259067,0.11695906432748537,query_1,"['GO:0005539', 'GO:1901681']"
REAC,REAC:R-HSA-140534,Caspase activation via Death Receptors in the presence of ligand,6.93713981523254e-08,True,Caspase activation via Death Receptors in the presence of ligand,15,357,9,11056,0.025210084033613446,0.6,query_1,['REAC:R-HSA-5357769']
GO:BP,GO:0002430,complement receptor mediated signaling pathway,7.108181839105599e-08,True,"""The series of molecular signals generated as a consequence of a component of the complement pathway binding to a complement receptor. Such components include both whole complement proteins and fragments of complement proteins generated through the activity of the complement pathway."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",14,389,8,20972,0.02056555269922879,0.5714285714285714,query_1,['GO:0002429']
GO:BP,GO:0052372,modulation by symbiont of entry into host,8.375152759298299e-08,True,"""Any process in which an organism modulates the frequency, rate or extent to which it enters into the host organism, where the two organisms are in a symbiotic interaction."" [GOC:mtg_pamgo_17jul06]",28,389,10,20972,0.02570694087403599,0.35714285714285715,query_1,"['GO:0043903', 'GO:0044409']"
GO:BP,GO:1905523,positive regulation of macrophage migration,8.375152759298299e-08,True,"""Any process that activates or increases the frequency, rate or extent of macrophage migration."" [GO_REF:0000058, GOC:TermGenie, PMID:25749876]",28,389,10,20972,0.02570694087403599,0.35714285714285715,query_1,"['GO:0071677', 'GO:1905517', 'GO:1905521']"
GO:BP,GO:0031623,receptor internalization,9.116994104785899e-08,True,"""A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane."" [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]",132,389,18,20972,0.04627249357326478,0.13636363636363635,query_1,['GO:0006898']
HP,HP:0030057,Autoimmune antibody positivity,9.228478393960567e-08,True,The presence of an antibody in the blood circulation that is directed against the organism's own cells or tissues.,191,145,25,5200,0.1724137931034483,0.13089005235602094,query_1,['HP:0002960']
GO:BP,GO:0001959,regulation of cytokine-mediated signaling pathway,9.475049918634814e-08,True,"""Any process that modulates the frequency, rate or extent of the cytokine mediated signaling pathway."" [GOC:hjd]",168,389,20,20972,0.05141388174807198,0.11904761904761904,query_1,"['GO:0009966', 'GO:0019221', 'GO:0060759']"
GO:BP,GO:1903900,regulation of viral life cycle,9.863422410250701e-08,True,"""Any process that modulates the frequency, rate or extent of viral life cycle."" [GO_REF:0000058, GOC:TermGenie, PMID:18005716]",116,389,17,20972,0.043701799485861184,0.14655172413793102,query_1,"['GO:0019058', 'GO:0050792']"
GO:BP,GO:0031399,regulation of protein modification process,1.0468373795155226e-07,True,"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",748,389,43,20972,0.11053984575835475,0.05748663101604278,query_1,"['GO:0036211', 'GO:0051246']"
HP,HP:0012649,Increased inflammatory response,1.1044701123631786e-07,True,A abnormal increase in the inflammatory response to injury or infection.,1352,145,74,5200,0.5103448275862069,0.05473372781065089,query_1,['HP:0012647']
HP,HP:0012647,Abnormal inflammatory response,1.1044701123631786e-07,True,"Any anomaly of the inflammatory response, a response to injury or infection characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages.",1352,145,74,5200,0.5103448275862069,0.05473372781065089,query_1,['HP:0010978']
GO:BP,GO:0071887,leukocyte apoptotic process,1.1346962031716956e-07,True,"""Any apoptotic process in a leukocyte, an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]",117,389,17,20972,0.043701799485861184,0.1452991452991453,query_1,['GO:0006915']
GO:BP,GO:0050765,negative regulation of phagocytosis,1.1446026839845723e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of phagocytosis."" [GOC:ai]",21,389,9,20972,0.02313624678663239,0.42857142857142855,query_1,"['GO:0006909', 'GO:0045806', 'GO:0050764']"
WP,WP:WP5063,FOXP3 in COVID 19,1.1797075005415305e-07,True,FOXP3 in COVID 19,15,329,9,8899,0.02735562310030395,0.6,query_1,['WP:000000']
WP,WP:WP4891,COVID 19 adverse outcome pathway,1.1797075005415305e-07,True,COVID 19 adverse outcome pathway,15,329,9,8899,0.02735562310030395,0.6,query_1,['WP:000000']
GO:BP,GO:0043903,regulation of biological process involved in symbiotic interaction,1.1932478300800454e-07,True,"""Any process that modulates the frequency, rate or extent of symbiosis, an interaction between two organisms living together in more or less intimate association."" [GOC:jl]",38,389,11,20972,0.028277634961439587,0.2894736842105263,query_1,"['GO:0044403', 'GO:0050789']"
GO:MF,GO:0042056,chemoattractant activity,1.2353882971026693e-07,True,"""Providing the environmental signal that initiates the directed movement of a motile cell or organism towards a higher concentration of that signal."" [GOC:go_curators, ISBN:0198506732]",41,386,11,20208,0.02849740932642487,0.2682926829268293,query_1,['GO:0048018']
MIRNA,MIRNA:hsa-mir-146a-5p,hsa-mir-146a-5p,1.2415900823224063e-07,True,hsa-mir-146a-5p,196,378,23,16638,0.06084656084656084,0.11734693877551021,query_1,['MIRNA:000000']
GO:BP,GO:0090594,inflammatory response to wounding,1.2573388915543777e-07,True,"""The immediate defensive reaction by vertebrate tissue to injury caused by chemical or physical agents."" [GOC:add]",29,389,10,20972,0.02570694087403599,0.3448275862068966,query_1,"['GO:0006954', 'GO:0009611']"
REAC,REAC:R-HSA-500792,GPCR ligand binding,1.2608856088738113e-07,True,GPCR ligand binding,460,357,43,11056,0.12044817927170869,0.09347826086956522,query_1,['REAC:R-HSA-372790']
GO:CC,GO:0030136,clathrin-coated vesicle,1.317277824837485e-07,True,"""A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes."" [GOC:mah, PMID:11252894]",220,393,21,22155,0.05343511450381679,0.09545454545454546,query_1,['GO:0030135']
GO:BP,GO:0010648,negative regulation of cell communication,1.450390539313125e-07,True,"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1449,389,64,20972,0.16452442159383032,0.04416839199447895,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048523']"
REAC,REAC:R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,1.540735090079578e-07,True,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,16,357,9,11056,0.025210084033613446,0.5625,query_1,['REAC:R-HSA-5668541']
GO:MF,GO:0005488,binding,1.5541493239748076e-07,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",18447,386,381,20208,0.9870466321243523,0.02065376483981135,query_1,['GO:0003674']
GO:CC,GO:0101003,ficolin-1-rich granule membrane,1.569781539021635e-07,True,"""The lipid bilayer surrounding a ficolin-1-rich granule."" [GOC:mec, PMID:23650620]",60,393,12,22155,0.030534351145038167,0.2,query_1,"['GO:0030667', 'GO:0070820', 'GO:0101002']"
WP,WP:WP3624,Lung fibrosis,1.585168306607716e-07,True,Lung fibrosis,63,329,16,8899,0.0486322188449848,0.25396825396825395,query_1,['WP:000000']
GO:BP,GO:0009628,response to abiotic stimulus,1.5901873991689028e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",1108,389,54,20972,0.13881748071979436,0.048736462093862815,query_1,['GO:0050896']
GO:CC,GO:0001772,immunological synapse,1.756422586500365e-07,True,"""An area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell formed through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and the target cell and facilitating activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction."" [GOC:mgi_curators, PMID:11244041, PMID:11376300]",48,393,11,22155,0.027989821882951654,0.22916666666666666,query_1,"['GO:0005886', 'GO:0110165']"
GO:BP,GO:0030195,negative regulation of blood coagulation,1.8026460548600125e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."" [GOC:mah]",50,389,12,20972,0.030848329048843187,0.24,query_1,"['GO:0007596', 'GO:0030193', 'GO:0050819', 'GO:0061045', 'GO:1900047']"
GO:BP,GO:0002418,immune response to tumor cell,1.8550668486746493e-07,True,"""An immune system process that functions in the response of an organism to a tumor cell."" [GOC:add, ISBN:0781735149, PMID:16730260]",30,389,10,20972,0.02570694087403599,0.3333333333333333,query_1,"['GO:0002347', 'GO:0006955']"
GO:CC,GO:0030134,COPII-coated ER to Golgi transport vesicle,1.8996118231229352e-07,True,"""A vesicle with a coat formed of the COPII coat complex proteins. The COPII coat complex is formed by the Sec23p/Sec24p and the Sec13p/Sec31p heterodimers. COPII-associated vesicles transport proteins from the rough endoplasmic reticulum to the Golgi apparatus (anterograde transport)."" [PMID:11252894, PMID:17499046, PMID:22160157, PMID:8004676, Wikipedia:COPII]",90,393,14,22155,0.035623409669211195,0.15555555555555556,query_1,['GO:0030135']
GO:BP,GO:0070848,response to growth factor,2.062000629992879e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]",734,389,42,20972,0.10796915167095116,0.05722070844686648,query_1,['GO:0009719']
HP,HP:0004936,Venous thrombosis,2.152799677057502e-07,True,"Formation of a blood clot (thrombus) inside a vein, causing the obstruction of blood flow.",86,145,17,5200,0.11724137931034483,0.19767441860465115,query_1,['HP:0001977']
GO:BP,GO:0071363,cellular response to growth factor stimulus,2.236999020883145e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]",706,389,41,20972,0.10539845758354756,0.05807365439093484,query_1,"['GO:0070848', 'GO:0071495']"
GO:BP,GO:1900047,negative regulation of hemostasis,2.3182580582028712e-07,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis."" [GOC:TermGenie]",51,389,12,20972,0.030848329048843187,0.23529411764705882,query_1,"['GO:0007599', 'GO:0048519', 'GO:1900046']"
GO:CC,GO:0042612,MHC class I protein complex,2.397391618466155e-07,True,"""A transmembrane protein complex composed of a MHC class I alpha chain and an invariant beta2-microglobin chain, and with or without a bound peptide antigen. Class I here refers to classical class I molecules."" [GOC:add, GOC:jl, ISBN:0120781859, ISBN:0781735149]",8,393,6,22155,0.015267175572519083,0.75,query_1,['GO:0042611']
WP,WP:WP4884,Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex,2.5322005818331454e-07,True,Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex,21,329,10,8899,0.030395136778115502,0.47619047619047616,query_1,['WP:000000']
HPA,HPA:0460201,Skin 1; endothelial cells[≥Low],2.542718646531682e-07,True,Skin 1; endothelial cells[≥Low],840,285,53,11007,0.18596491228070175,0.0630952380952381,query_1,['HPA:0460000']
GO:BP,GO:0048771,tissue remodeling,2.7238149327847677e-07,True,"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]",178,389,20,20972,0.05141388174807198,0.11235955056179775,query_1,['GO:0032501']
GO:BP,GO:0032623,interleukin-2 production,2.815053861841951e-07,True,"""The appearance of interleukin-2 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",64,389,13,20972,0.033419023136246784,0.203125,query_1,['GO:0001816']
GO:BP,GO:0032663,regulation of interleukin-2 production,2.815053861841951e-07,True,"""Any process that modulates the frequency, rate, or extent of interleukin-2 production."" [GOC:mah]",64,389,13,20972,0.033419023136246784,0.203125,query_1,"['GO:0001817', 'GO:0032623']"
GO:BP,GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,2.9488358581658655e-07,True,"""Any process that modulates the frequency, rate, or extent of a humoral immune response mediated by circulating immunoglobulin."" [GOC:add]",16,389,8,20972,0.02056555269922879,0.5,query_1,"['GO:0002455', 'GO:0002889', 'GO:0002920']"
GO:BP,GO:0071622,regulation of granulocyte chemotaxis,2.963816806387109e-07,True,"""Any process that modulates the rate, frequency or extent of granulocyte chemotaxis. Granulocyte chemotaxis is the movement of a granulocyte in response to an external stimulus."" [GOC:mah]",52,389,12,20972,0.030848329048843187,0.23076923076923078,query_1,"['GO:0002688', 'GO:0071621']"
GO:BP,GO:0046637,regulation of alpha-beta T cell differentiation,3.1554576234092607e-07,True,"""Any process that modulates the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]",78,389,14,20972,0.03598971722365039,0.1794871794871795,query_1,"['GO:0045580', 'GO:0046632', 'GO:0046634']"
REAC,REAC:R-HSA-5602498,MyD88 deficiency (TLR2/4),3.181378150348454e-07,True,MyD88 deficiency (TLR2/4),17,357,9,11056,0.025210084033613446,0.5294117647058824,query_1,['REAC:R-HSA-5602358']
WP,WP:WP5039,SARS CoV 2 innate immunity evasion and cell specific immune response,3.3451648982828396e-07,True,SARS CoV 2 innate immunity evasion and cell specific immune response,66,329,16,8899,0.0486322188449848,0.24242424242424243,query_1,['WP:000000']
GO:BP,GO:0050679,positive regulation of epithelial cell proliferation,3.363485808191536e-07,True,"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]",200,389,21,20972,0.05398457583547558,0.105,query_1,"['GO:0008284', 'GO:0050673', 'GO:0050678']"
GO:BP,GO:0032611,interleukin-1 beta production,3.39543010247465e-07,True,"""The appearance of interleukin-1 beta due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",93,389,15,20972,0.038560411311053984,0.16129032258064516,query_1,['GO:0032612']
GO:BP,GO:0032651,regulation of interleukin-1 beta production,3.39543010247465e-07,True,"""Any process that modulates the frequency, rate, or extent of interleukin-1 beta production."" [GOC:mah]",93,389,15,20972,0.038560411311053984,0.16129032258064516,query_1,"['GO:0032611', 'GO:0032652']"
WP,WP:WP5489,Regulation of cytotoxic T cell responses by Malat1 miR 15 16 circuit ,3.455777485141775e-07,True,Regulation of cytotoxic T cell responses by Malat1 miR 15 16 circuit ,12,329,8,8899,0.0243161094224924,0.6666666666666666,query_1,['WP:000000']
GO:BP,GO:0045806,negative regulation of endocytosis,3.4603409657853384e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of endocytosis."" [GOC:go_curators]",65,389,13,20972,0.033419023136246784,0.2,query_1,"['GO:0006897', 'GO:0030100', 'GO:0051051', 'GO:0051129']"
HP,HP:0002597,Abnormality of the vasculature,3.603820747744209e-07,True,An abnormality of the vasculature.,2067,145,95,5200,0.6551724137931034,0.045960328979196906,query_1,['HP:0001626']
HPA,HPA:0030443,Appendix; non-germinal center cells[High],3.625511984083039e-07,True,Appendix; non-germinal center cells[High],104,285,17,11007,0.05964912280701754,0.16346153846153846,query_1,['HPA:0030442']
GO:CC,GO:0045335,phagocytic vesicle,3.628193695879698e-07,True,"""A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis."" [GOC:go_curators, ISBN:0198506732]",148,393,17,22155,0.043256997455470736,0.11486486486486487,query_1,['GO:0030139']
KEGG,KEGG:04512,ECM-receptor interaction,3.6698521125539613e-07,True,ECM-receptor interaction,89,324,18,8716,0.05555555555555555,0.20224719101123595,query_1,['KEGG:00000']
HP,HP:0002718,Recurrent bacterial infections,3.7045074079550054e-07,True,"Increased susceptibility to bacterial infections, as manifested by recurrent episodes of bacterial infection.",220,145,26,5200,0.1793103448275862,0.11818181818181818,query_1,['HP:0002719']
GO:MF,GO:0042288,MHC class I protein binding,3.7224345478342526e-07,True,"""Binding to a major histocompatibility complex class I molecule; a set of molecules displayed on cell surfaces that are responsible for lymphocyte recognition and antigen presentation."" [GOC:jl]",18,386,8,20208,0.02072538860103627,0.4444444444444444,query_1,['GO:0042287']
GO:BP,GO:0009968,negative regulation of signal transduction,3.788488949512073e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]",1341,389,60,20972,0.15424164524421594,0.0447427293064877,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']"
HP,HP:0410240,Abnormal circulating IgA concentration,3.8962408276836376e-07,True,An abnormal deviation from normal levels of IgA immunoglobulin in blood.,128,145,20,5200,0.13793103448275862,0.15625,query_1,['HP:0010701']
GO:BP,GO:0002861,regulation of inflammatory response to antigenic stimulus,3.971523918665806e-07,True,"""Any process that modulates the frequency, rate, or extent of an inflammatory response to an antigenic stimulus."" [GOC:add]",42,389,11,20972,0.028277634961439587,0.2619047619047619,query_1,"['GO:0002437', 'GO:0050727', 'GO:0050776']"
GO:BP,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,3.972681452541497e-07,True,"""Any process that modulates the frequency, rate or extent of the non-canonical NF-kappaB signaling cascade."" [GOC:TermGenie]",94,389,15,20972,0.038560411311053984,0.1595744680851064,query_1,"['GO:0038061', 'GO:1902531']"
REAC,REAC:R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,4.0742733323454787e-07,True,Phosphorylation of CD3 and TCR zeta chains,23,357,10,11056,0.028011204481792718,0.43478260869565216,query_1,['REAC:R-HSA-202403']
HP,HP:0002633,Vasculitis,4.44848030119516e-07,True,Inflammation of blood vessel.,67,145,15,5200,0.10344827586206896,0.22388059701492538,query_1,['HP:0033353']
GO:BP,GO:1902106,negative regulation of leukocyte differentiation,4.739974254858828e-07,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]",111,389,16,20972,0.04113110539845758,0.14414414414414414,query_1,"['GO:0002521', 'GO:1902105', 'GO:1903707']"
GO:BP,GO:0050819,negative regulation of coagulation,4.7641095185272535e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation."" [GOC:ai]",54,389,12,20972,0.030848329048843187,0.2222222222222222,query_1,"['GO:0050817', 'GO:0050818', 'GO:0051241']"
GO:BP,GO:0033674,positive regulation of kinase activity,4.870689196396565e-07,True,"""Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]",204,389,21,20972,0.05398457583547558,0.10294117647058823,query_1,"['GO:0042327', 'GO:0043085', 'GO:0043549']"
REAC,REAC:R-HSA-162582,Signal Transduction,4.931940997428254e-07,True,Signal Transduction,2570,357,133,11056,0.37254901960784315,0.05175097276264591,query_1,['REAC:0000000']
GO:BP,GO:0048246,macrophage chemotaxis,5.248728367850159e-07,True,"""The movement of a macrophage in response to an external stimulus."" [GOC:jid]",43,389,11,20972,0.028277634961439587,0.2558139534883721,query_1,"['GO:0030595', 'GO:1905517']"
WP,WP:WP4493,Cells and molecules involved in local acute inflammatory response ,5.365327186000321e-07,True,Cells and molecules involved in local acute inflammatory response ,17,329,9,8899,0.02735562310030395,0.5294117647058824,query_1,['WP:000000']
GO:BP,GO:1905954,positive regulation of lipid localization,5.406057772696539e-07,True,"""Any process that activates or increases the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]",96,389,15,20972,0.038560411311053984,0.15625,query_1,"['GO:0010876', 'GO:0048518', 'GO:1905952']"
KEGG,KEGG:05146,Amoebiasis,5.678838443578488e-07,True,Amoebiasis,102,324,19,8716,0.05864197530864197,0.18627450980392157,query_1,['KEGG:00000']
